Method,Seed,Initial Set Size,Initial Test R2,Budget,Labeled Set Size,Test R2,Cost Function,Total Cost
greedycost,789,531,0.4783054550838146,10,543,0.4755438520189965,pointwise_by_region,543.0
greedycost,1,531,0.4783054550838146,10,537,0.4840123909228873,pointwise_by_region,537.0
greedycost,42,531,0.4783054550838146,10,539,0.4785188373948931,pointwise_by_region,539.0
greedycost,456,531,0.4783054550838146,10,541,0.4832972018564894,pointwise_by_region,541.0
greedycost,123,531,0.4783054550838146,10,536,0.47791412396293953,pointwise_by_region,536.0
greedycost,789,531,0.4783054550838146,20,553,0.49107569558260444,pointwise_by_region,553.0
greedycost,1,531,0.4783054550838146,20,545,0.48805896870318055,pointwise_by_region,545.0
greedycost,42,531,0.4783054550838146,20,551,0.48144024008808484,pointwise_by_region,551.0
greedycost,456,531,0.4783054550838146,20,552,0.4825045462850789,pointwise_by_region,552.0
greedycost,123,531,0.4783054550838146,20,551,0.485348916316539,pointwise_by_region,551.0
greedycost,789,531,0.4783054550838146,30,562,0.4946152052063606,pointwise_by_region,562.0
greedycost,1,531,0.4783054550838146,30,556,0.4942265583429185,pointwise_by_region,556.0
greedycost,42,531,0.4783054550838146,30,559,0.49406065331500015,pointwise_by_region,559.0
greedycost,456,531,0.4783054550838146,30,557,0.47989164792894057,pointwise_by_region,557.0
greedycost,123,531,0.4783054550838146,30,559,0.48765753250766475,pointwise_by_region,559.0
greedycost,789,531,0.4783054550838146,40,573,0.4986017175016293,pointwise_by_region,573.0
greedycost,1,531,0.4783054550838146,40,564,0.4985794584251274,pointwise_by_region,564.0
greedycost,42,531,0.4783054550838146,40,567,0.49495774499527656,pointwise_by_region,567.0
greedycost,456,531,0.4783054550838146,40,564,0.4832367683246923,pointwise_by_region,564.0
greedycost,123,531,0.4783054550838146,40,576,0.4973315158342346,pointwise_by_region,576.0
greedycost,789,531,0.4783054550838146,50,588,0.48968130229922113,pointwise_by_region,588.0
greedycost,1,531,0.4783054550838146,50,579,0.48814364002173805,pointwise_by_region,579.0
greedycost,42,531,0.4783054550838146,50,576,0.49910733623195536,pointwise_by_region,576.0
greedycost,456,531,0.4783054550838146,50,575,0.49151499581000213,pointwise_by_region,575.0
greedycost,123,531,0.4783054550838146,50,590,0.4967031334417852,pointwise_by_region,590.0
greedycost,789,531,0.4783054550838146,60,594,0.4965503298191939,pointwise_by_region,594.0
greedycost,1,531,0.4783054550838146,60,587,0.508602126376911,pointwise_by_region,587.0
greedycost,42,531,0.4783054550838146,60,582,0.5045339659844057,pointwise_by_region,582.0
greedycost,456,531,0.4783054550838146,60,585,0.496512953810459,pointwise_by_region,585.0
greedycost,123,531,0.4783054550838146,60,604,0.5034770738983952,pointwise_by_region,604.0
greedycost,789,531,0.4783054550838146,70,610,0.4972414411546391,pointwise_by_region,610.0
greedycost,1,531,0.4783054550838146,70,596,0.5068222595931784,pointwise_by_region,596.0
greedycost,42,531,0.4783054550838146,70,595,0.5052146300026312,pointwise_by_region,595.0
greedycost,456,531,0.4783054550838146,70,595,0.5048947967431812,pointwise_by_region,595.0
greedycost,123,531,0.4783054550838146,70,609,0.5037031895373016,pointwise_by_region,609.0
greedycost,789,531,0.4783054550838146,80,626,0.5062698346134928,pointwise_by_region,626.0
greedycost,1,531,0.4783054550838146,80,609,0.5085641037086017,pointwise_by_region,609.0
greedycost,42,531,0.4783054550838146,80,606,0.5093012203877789,pointwise_by_region,606.0
greedycost,456,531,0.4783054550838146,80,603,0.5077093818968335,pointwise_by_region,603.0
greedycost,123,531,0.4783054550838146,80,621,0.5127480462499463,pointwise_by_region,621.0
greedycost,789,531,0.4783054550838146,90,632,0.5088003624596654,pointwise_by_region,632.0
greedycost,1,531,0.4783054550838146,90,623,0.5126366436676025,pointwise_by_region,623.0
greedycost,42,531,0.4783054550838146,90,617,0.5110766314814703,pointwise_by_region,617.0
greedycost,456,531,0.4783054550838146,90,611,0.5119004177166242,pointwise_by_region,611.0
