Method,Seed,Initial Set Size,Initial Test R2,Budget,Test R2
inversetypiclust,789,162,0.3929678844157791,10,0.45745162197808353
inversetypiclust,1,162,0.3929678844157791,10,0.41322937888371325
inversetypiclust,42,162,0.3929678844157791,10,0.44131657658376966
inversetypiclust,456,162,0.3929678844157791,10,0.3722690213053672
inversetypiclust,123,162,0.3929678844157791,10,0.4243854338760331
inversetypiclust,789,162,0.3929678844157791,20,0.4541619812563611
inversetypiclust,1,162,0.3929678844157791,20,0.41654885803465547
inversetypiclust,42,162,0.3929678844157791,20,0.42788903474537887
inversetypiclust,456,162,0.3929678844157791,20,0.41906096052258746
inversetypiclust,123,162,0.3929678844157791,20,0.4162940295023454
inversetypiclust,789,162,0.3929678844157791,30,0.45803745152396247
inversetypiclust,1,162,0.3929678844157791,30,0.4105385898858982
inversetypiclust,42,162,0.3929678844157791,30,0.45306502915215063
inversetypiclust,456,162,0.3929678844157791,30,0.44203544579131726
inversetypiclust,123,162,0.3929678844157791,30,0.42337056662101624
inversetypiclust,789,162,0.3929678844157791,40,0.45329910677528207
inversetypiclust,1,162,0.3929678844157791,40,0.4104713983579651
inversetypiclust,42,162,0.3929678844157791,40,0.42868292205599134
inversetypiclust,456,162,0.3929678844157791,40,0.4563552006338977
inversetypiclust,123,162,0.3929678844157791,40,0.4366844867975802
inversetypiclust,789,162,0.3929678844157791,50,0.4551971006987914
inversetypiclust,1,162,0.3929678844157791,50,0.3933513329220806
inversetypiclust,42,162,0.3929678844157791,50,0.41216436274346024
inversetypiclust,456,162,0.3929678844157791,50,0.4511919477623306
inversetypiclust,123,162,0.3929678844157791,50,0.4380500079921591
inversetypiclust,789,162,0.3929678844157791,60,0.4648497423666401
inversetypiclust,1,162,0.3929678844157791,60,0.4543588134217188
inversetypiclust,42,162,0.3929678844157791,60,0.47271634584018274
inversetypiclust,456,162,0.3929678844157791,60,0.4741860351524575
inversetypiclust,123,162,0.3929678844157791,60,0.46674054575786905
inversetypiclust,789,162,0.3929678844157791,70,0.4819225154864033
inversetypiclust,1,162,0.3929678844157791,70,0.47900329078113835
inversetypiclust,42,162,0.3929678844157791,70,0.48239795677037667
inversetypiclust,456,162,0.3929678844157791,70,0.47053906171428705
inversetypiclust,123,162,0.3929678844157791,70,0.45717978403781767
inversetypiclust,789,162,0.3929678844157791,80,0.463273813387849
inversetypiclust,1,162,0.3929678844157791,80,0.48531083682059406
inversetypiclust,42,162,0.3929678844157791,80,0.4341502257251859
inversetypiclust,456,162,0.3929678844157791,80,0.46707428745870383
inversetypiclust,123,162,0.3929678844157791,80,0.4719392163062174
inversetypiclust,789,162,0.3929678844157791,90,0.4481406087831763
inversetypiclust,1,162,0.3929678844157791,90,0.4772233708361552
inversetypiclust,42,162,0.3929678844157791,90,0.4657487625712904
inversetypiclust,456,162,0.3929678844157791,90,0.4941174997729737
inversetypiclust,123,162,0.3929678844157791,90,0.47860362928273636
inversetypiclust,789,162,0.3929678844157791,100,0.4757215175831585
inversetypiclust,1,162,0.3929678844157791,100,0.49123327204327205
inversetypiclust,42,162,0.3929678844157791,100,0.4470585484812867
inversetypiclust,456,162,0.3929678844157791,100,0.5030106585213078
inversetypiclust,123,162,0.3929678844157791,100,0.4665777022772978
inversetypiclust,789,162,0.3929678844157791,110,0.48399867315768774
inversetypiclust,1,162,0.3929678844157791,110,0.4709921815808663
inversetypiclust,42,162,0.3929678844157791,110,0.4953547911553897
inversetypiclust,456,162,0.3929678844157791,110,0.49290127255133176
inversetypiclust,123,162,0.3929678844157791,110,0.46388292355230754
inversetypiclust,789,162,0.3929678844157791,120,0.5013084943512625
inversetypiclust,1,162,0.3929678844157791,120,0.4958902936732179
inversetypiclust,42,162,0.3929678844157791,120,0.46858817649252515
inversetypiclust,456,162,0.3929678844157791,120,0.48520693229861156
inversetypiclust,123,162,0.3929678844157791,120,0.48963487825854035
inversetypiclust,789,162,0.3929678844157791,130,0.48459161011761265
inversetypiclust,1,162,0.3929678844157791,130,0.4892738328556596
inversetypiclust,42,162,0.3929678844157791,130,0.5124186005060061
inversetypiclust,456,162,0.3929678844157791,130,0.505574677713932
inversetypiclust,123,162,0.3929678844157791,130,0.4849500530553408
inversetypiclust,789,162,0.3929678844157791,140,0.47156262911957825
inversetypiclust,1,162,0.3929678844157791,140,0.4812603583208708
inversetypiclust,42,162,0.3929678844157791,140,0.4900255085564531
inversetypiclust,456,162,0.3929678844157791,140,0.5054273083272229
inversetypiclust,123,162,0.3929678844157791,140,0.4810689986262595
inversetypiclust,789,162,0.3929678844157791,150,0.494655765117188
inversetypiclust,1,162,0.3929678844157791,150,0.49535235134613664
inversetypiclust,42,162,0.3929678844157791,150,0.4975893806352064
inversetypiclust,456,162,0.3929678844157791,150,0.5008513801076853
inversetypiclust,123,162,0.3929678844157791,150,0.5004666082252373
inversetypiclust,789,162,0.3929678844157791,160,0.5021196305470359
inversetypiclust,1,162,0.3929678844157791,160,0.4733972432712652
inversetypiclust,42,162,0.3929678844157791,160,0.5059698600153048
inversetypiclust,456,162,0.3929678844157791,160,0.46895305466104265
inversetypiclust,123,162,0.3929678844157791,160,0.520354083472976
inversetypiclust,789,162,0.3929678844157791,170,0.4746789524103514
inversetypiclust,1,162,0.3929678844157791,170,0.5131452205883709
inversetypiclust,42,162,0.3929678844157791,170,0.48793282212307987
inversetypiclust,456,162,0.3929678844157791,170,0.46186528656000103
inversetypiclust,123,162,0.3929678844157791,170,0.48222864884892047
inversetypiclust,789,162,0.3929678844157791,180,0.5153082117460546
inversetypiclust,1,162,0.3929678844157791,180,0.49928201472033984
inversetypiclust,42,162,0.3929678844157791,180,0.5132697995688955
inversetypiclust,456,162,0.3929678844157791,180,0.4780801269355367
inversetypiclust,123,162,0.3929678844157791,180,0.4884876554781544
inversetypiclust,789,162,0.3929678844157791,190,0.4928474578333957
inversetypiclust,1,162,0.3929678844157791,190,0.48048941948146995
inversetypiclust,42,162,0.3929678844157791,190,0.52375238610719
inversetypiclust,456,162,0.3929678844157791,190,0.4728661508324633
inversetypiclust,123,162,0.3929678844157791,190,0.5106807571768746
inversetypiclust,789,162,0.3929678844157791,1000,0.5740728171320026
inversetypiclust,1,162,0.3929678844157791,1000,0.5704602332249376
inversetypiclust,42,162,0.3929678844157791,1000,0.5733309244505929
inversetypiclust,456,162,0.3929678844157791,1000,0.5756412937585507
inversetypiclust,123,162,0.3929678844157791,1000,0.5657580339562902
random,789,162,0.3929678844157791,10,0.4181234432850345
random,1,162,0.3929678844157791,10,0.4280114378625971
random,42,162,0.3929678844157791,10,0.4016759863632877
random,456,162,0.3929678844157791,10,0.4216767124999573
random,123,162,0.3929678844157791,10,0.39035506606182213
random,789,162,0.3929678844157791,20,0.41924734145765796
random,1,162,0.3929678844157791,20,0.4501277872766437
random,42,162,0.3929678844157791,20,0.3993073212084931
random,456,162,0.3929678844157791,20,0.36981021395101044
random,123,162,0.3929678844157791,20,0.4175925856905005
random,789,162,0.3929678844157791,30,0.42730637690928164
random,1,162,0.3929678844157791,30,0.4583313327603187
random,42,162,0.3929678844157791,30,0.436674363420668
random,456,162,0.3929678844157791,30,0.44914393170346256
random,123,162,0.3929678844157791,30,0.4110422810787976
random,789,162,0.3929678844157791,40,0.44864551029170685
random,1,162,0.3929678844157791,40,0.48135444372333636
random,42,162,0.3929678844157791,40,0.47219553359109534
random,456,162,0.3929678844157791,40,0.44209708484450994
