Method,Seed,Initial Set Size,Initial Test R2,Budget,Test R2
inversetypiclust,789,89,0.35522800237321117,10,0.3358087494930123
inversetypiclust,1,89,0.35522800237321117,10,0.36998081452686316
inversetypiclust,42,89,0.35522800237321117,10,0.33760695273652086
inversetypiclust,456,89,0.35522800237321117,10,0.31169758810479953
inversetypiclust,123,89,0.35522800237321117,10,0.36465697323913415
inversetypiclust,789,89,0.35522800237321117,20,0.40517532385757504
inversetypiclust,1,89,0.35522800237321117,20,0.25461284222363356
inversetypiclust,42,89,0.35522800237321117,20,0.36120663007484777
inversetypiclust,456,89,0.35522800237321117,20,0.36891915085450966
inversetypiclust,123,89,0.35522800237321117,20,0.4003800072469399
inversetypiclust,789,89,0.35522800237321117,30,0.4047933789236742
inversetypiclust,1,89,0.35522800237321117,30,0.23060682427743973
inversetypiclust,42,89,0.35522800237321117,30,0.384931426754893
inversetypiclust,456,89,0.35522800237321117,30,0.3999667197812389
inversetypiclust,123,89,0.35522800237321117,30,0.4027221592726612
inversetypiclust,789,89,0.35522800237321117,40,0.404456942288697
inversetypiclust,1,89,0.35522800237321117,40,0.2760890448432717
inversetypiclust,42,89,0.35522800237321117,40,0.3723666224222164
inversetypiclust,456,89,0.35522800237321117,40,0.434631261667879
inversetypiclust,123,89,0.35522800237321117,40,0.3561699727383353
inversetypiclust,789,89,0.35522800237321117,50,0.40324232792779247
inversetypiclust,1,89,0.35522800237321117,50,0.3612643417289323
inversetypiclust,42,89,0.35522800237321117,50,0.35764009934348895
inversetypiclust,456,89,0.35522800237321117,50,0.4249705802296925
inversetypiclust,123,89,0.35522800237321117,50,0.3741782756892994
inversetypiclust,789,89,0.35522800237321117,60,0.39490641475029253
inversetypiclust,1,89,0.35522800237321117,60,0.30866118049137414
inversetypiclust,42,89,0.35522800237321117,60,0.40815016331269505
inversetypiclust,456,89,0.35522800237321117,60,0.3551457636746904
inversetypiclust,123,89,0.35522800237321117,60,0.36614599241830914
inversetypiclust,789,89,0.35522800237321117,70,0.38939520111684245
inversetypiclust,1,89,0.35522800237321117,70,0.436520925148176
inversetypiclust,42,89,0.35522800237321117,70,0.38707401229234806
