Method,Seed,Initial Set Size,Initial Test R2,Budget,Labeled Set Size,Test R2,Cost Function,Total Cost
greedycost,789,587,0.48790077730793546,10,599,0.491418951819636,pointwise_by_region,599.0
greedycost,1,587,0.48790077730793546,10,594,0.491927185235854,pointwise_by_region,594.0
greedycost,42,587,0.48790077730793546,10,595,0.4884892431269323,pointwise_by_region,595.0
greedycost,456,587,0.48790077730793546,10,597,0.4948057617973356,pointwise_by_region,597.0
greedycost,123,587,0.48790077730793546,10,592,0.48930459042388785,pointwise_by_region,592.0
greedycost,789,587,0.48790077730793546,20,609,0.4988458837623654,pointwise_by_region,609.0
greedycost,1,587,0.48790077730793546,20,601,0.49200945925754125,pointwise_by_region,601.0
greedycost,42,587,0.48790077730793546,20,606,0.48494844984876473,pointwise_by_region,606.0
greedycost,456,587,0.48790077730793546,20,608,0.4999724630708039,pointwise_by_region,608.0
greedycost,123,587,0.48790077730793546,20,607,0.49862052950590696,pointwise_by_region,607.0
greedycost,789,587,0.48790077730793546,30,618,0.4966933600632153,pointwise_by_region,618.0
greedycost,1,587,0.48790077730793546,30,612,0.49056558216021073,pointwise_by_region,612.0
greedycost,42,587,0.48790077730793546,30,614,0.49781537258673136,pointwise_by_region,614.0
greedycost,456,587,0.48790077730793546,30,614,0.4990355720820675,pointwise_by_region,614.0
greedycost,123,587,0.48790077730793546,30,615,0.5011339381016819,pointwise_by_region,615.0
greedycost,789,587,0.48790077730793546,40,629,0.4973603490024078,pointwise_by_region,629.0
greedycost,1,587,0.48790077730793546,40,620,0.49560538422151323,pointwise_by_region,620.0
greedycost,42,587,0.48790077730793546,40,622,0.4974441558235826,pointwise_by_region,622.0
greedycost,456,587,0.48790077730793546,40,621,0.5018018057770381,pointwise_by_region,621.0
greedycost,123,587,0.48790077730793546,40,632,0.5081554031230335,pointwise_by_region,632.0
greedycost,789,587,0.48790077730793546,50,644,0.5060268366466516,pointwise_by_region,644.0
greedycost,1,587,0.48790077730793546,50,635,0.5085280894023441,pointwise_by_region,635.0
greedycost,42,587,0.48790077730793546,50,631,0.5008983139286856,pointwise_by_region,631.0
greedycost,456,587,0.48790077730793546,50,632,0.5037351729176168,pointwise_by_region,632.0
greedycost,123,587,0.48790077730793546,50,647,0.515429436606398,pointwise_by_region,647.0
greedycost,789,587,0.48790077730793546,60,650,0.5072673792462624,pointwise_by_region,650.0
greedycost,1,587,0.48790077730793546,60,643,0.5098298838710782,pointwise_by_region,643.0
greedycost,42,587,0.48790077730793546,60,637,0.503351356082611,pointwise_by_region,637.0
greedycost,456,587,0.48790077730793546,60,642,0.520845442962171,pointwise_by_region,642.0
greedycost,123,587,0.48790077730793546,60,660,0.5165571992542393,pointwise_by_region,660.0
greedycost,789,587,0.48790077730793546,70,665,0.5195360393129907,pointwise_by_region,665.0
greedycost,1,587,0.48790077730793546,70,652,0.5084153298455134,pointwise_by_region,652.0
greedycost,42,587,0.48790077730793546,70,650,0.506918971398651,pointwise_by_region,650.0
greedycost,456,587,0.48790077730793546,70,652,0.5219411800692384,pointwise_by_region,652.0
greedycost,123,587,0.48790077730793546,70,665,0.515341587778485,pointwise_by_region,665.0
greedycost,789,587,0.48790077730793546,80,681,0.5308262991137541,pointwise_by_region,681.0
greedycost,1,587,0.48790077730793546,80,665,0.5102829964146403,pointwise_by_region,665.0
greedycost,42,587,0.48790077730793546,80,661,0.5082465866740515,pointwise_by_region,661.0
greedycost,456,587,0.48790077730793546,80,660,0.5259594082809935,pointwise_by_region,660.0
