Method,Seed,Initial Set Size,Initial Test R2,Budget,Labeled Set Size,Test R2,Cost Function,Total Cost
greedycost,789,89,0.35522800237321117,10,101,0.3885303040397169,pointwise_by_region,101.0
greedycost,1,89,0.35522800237321117,10,98,0.343743046676953,pointwise_by_region,98.0
greedycost,42,89,0.35522800237321117,10,97,0.34288453844876576,pointwise_by_region,97.0
greedycost,456,89,0.35522800237321117,10,97,0.40576238536422404,pointwise_by_region,97.0
greedycost,123,89,0.35522800237321117,10,95,0.3450941207094429,pointwise_by_region,95.0
greedycost,789,89,0.35522800237321117,20,110,0.3789092648386645,pointwise_by_region,110.0
greedycost,1,89,0.35522800237321117,20,111,0.36170592905764476,pointwise_by_region,111.0
greedycost,42,89,0.35522800237321117,20,105,0.34460909195623324,pointwise_by_region,105.0
greedycost,456,89,0.35522800237321117,20,107,0.4316347316685123,pointwise_by_region,107.0
greedycost,123,89,0.35522800237321117,20,106,0.3457169430300915,pointwise_by_region,106.0
greedycost,789,89,0.35522800237321117,30,119,0.3621511610217032,pointwise_by_region,119.0
greedycost,1,89,0.35522800237321117,30,119,0.3530896236204335,pointwise_by_region,119.0
greedycost,42,89,0.35522800237321117,30,115,0.34100658866264877,pointwise_by_region,115.0
greedycost,456,89,0.35522800237321117,30,117,0.43363780607847935,pointwise_by_region,117.0
greedycost,123,89,0.35522800237321117,30,120,0.3337839963439021,pointwise_by_region,120.0
greedycost,789,89,0.35522800237321117,40,131,0.3853882261960536,pointwise_by_region,131.0
greedycost,1,89,0.35522800237321117,40,128,0.37044656131478215,pointwise_by_region,128.0
greedycost,42,89,0.35522800237321117,40,123,0.3407361296139295,pointwise_by_region,123.0
greedycost,456,89,0.35522800237321117,40,128,0.4319613770851066,pointwise_by_region,128.0
greedycost,123,89,0.35522800237321117,40,133,0.38023020625177417,pointwise_by_region,133.0
greedycost,789,89,0.35522800237321117,50,147,0.44816186395621627,pointwise_by_region,147.0
greedycost,1,89,0.35522800237321117,50,141,0.3790773742587521,pointwise_by_region,141.0
greedycost,42,89,0.35522800237321117,50,133,0.35918109687227173,pointwise_by_region,133.0
greedycost,456,89,0.35522800237321117,50,134,0.4415252938922969,pointwise_by_region,134.0
greedycost,123,89,0.35522800237321117,50,144,0.3909036048138108,pointwise_by_region,144.0
greedycost,789,89,0.35522800237321117,60,153,0.45674772499967287,pointwise_by_region,153.0
greedycost,1,89,0.35522800237321117,60,154,0.4120585910899234,pointwise_by_region,154.0
greedycost,42,89,0.35522800237321117,60,143,0.35697043330521616,pointwise_by_region,143.0
greedycost,456,89,0.35522800237321117,60,142,0.4452443415712043,pointwise_by_region,142.0
greedycost,123,89,0.35522800237321117,60,150,0.3989777514380378,pointwise_by_region,150.0
greedycost,789,89,0.35522800237321117,70,161,0.4477383914926759,pointwise_by_region,161.0
greedycost,1,89,0.35522800237321117,70,159,0.3905113544398535,pointwise_by_region,159.0
greedycost,42,89,0.35522800237321117,70,148,0.3616224343613409,pointwise_by_region,148.0
greedycost,456,89,0.35522800237321117,70,149,0.44265407104837284,pointwise_by_region,149.0
greedycost,123,89,0.35522800237321117,70,157,0.3906587245505396,pointwise_by_region,157.0
greedycost,789,89,0.35522800237321117,80,176,0.4804124693777808,pointwise_by_region,176.0
greedycost,1,89,0.35522800237321117,80,169,0.39188946970680405,pointwise_by_region,169.0
greedycost,42,89,0.35522800237321117,80,160,0.36440526778954685,pointwise_by_region,160.0
