Dataset,Label,Initial Set Description,Method,Budget,Seed,Initial Set Size,Initial Test R2,Labeled Set Size,Test R2
USAVARS,TC,IDs_1000_counties_6_points_seed_42,inversetypiclust,1000,42,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,inversetypiclust,1000,123,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,random,1000,42,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,random,1000,1,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,random,1000,789,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,random,1000,456,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,random,1000,123,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,typiclust,1000,1,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,typiclust,1000,123,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,typiclust,1000,789,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,typiclust,1000,42,,,,
USAVARS,TC,IDs_1000_counties_6_points_seed_42,typiclust,1000,456,,,,
USAVARS,TC,IDs_100_counties_5_points_seed_42,ensemble_variance,100,,463,0.7702795297073435,563,0.8210450608923413
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,100,456,463,0.786169068400429,563,0.8260100800692347
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,100,1,463,0.786169068400429,563,0.8126156082489071
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,100,789,463,0.786169068400429,563,0.8212683022334728
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,100,42,463,0.786169068400429,563,0.8132586904403162
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,100,123,463,0.786169068400429,563,0.8169867460768573
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,100,789,463,0.786169068400429,563,0.8222888433638889
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,100,42,463,0.786169068400429,563,0.8204260981568804
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,100,123,463,0.786169068400429,563,0.8234572344627252
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,100,456,463,0.786169068400429,563,0.8184330832240196
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,100,1,463,0.786169068400429,563,0.8176848463104882
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,100,123,463,0.786169068400429,563,0.8122079556014379
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,100,42,463,0.786169068400429,563,0.8209588048044668
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,100,1,463,0.786169068400429,563,0.8194423858050685
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,100,789,463,0.786169068400429,563,0.8122603806275247
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,100,456,463,0.786169068400429,563,0.8079215955515219
USAVARS,TC,IDs_100_counties_5_points_seed_42,ensemble_variance,200,,463,0.7702795297073435,663,0.8277467263622349
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,200,1,463,0.786169068400429,663,0.8244338861495039
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,200,789,463,0.786169068400429,663,0.8435986169010516
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,200,42,463,0.786169068400429,663,0.8362258791270858
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,200,456,463,0.786169068400429,663,0.8313823371625102
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,200,123,463,0.786169068400429,663,0.8326977009746581
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,200,42,463,0.786169068400429,663,0.8299612019135703
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,200,456,463,0.786169068400429,663,0.8290798588379452
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,200,789,463,0.786169068400429,663,0.8402074153767072
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,200,1,463,0.786169068400429,663,0.838049204658182
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,200,123,463,0.786169068400429,663,0.8348436065169088
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,200,123,463,0.786169068400429,663,0.8279879786319325
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,200,1,463,0.786169068400429,663,0.8353282065041927
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,200,42,463,0.786169068400429,663,0.8335551610803518
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,200,456,463,0.786169068400429,663,0.8248908867770439
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,200,789,463,0.786169068400429,663,0.8314497372982053
USAVARS,TC,IDs_100_counties_5_points_seed_42,ensemble_variance,300,,463,0.7702795297073435,763,0.8368880292559389
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,300,1,463,0.786169068400429,763,0.8438703682016646
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,300,789,463,0.786169068400429,763,0.8528703066098489
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,300,42,463,0.786169068400429,763,0.8379536111578906
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,300,123,463,0.786169068400429,763,0.8337319877475302
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,300,456,463,0.786169068400429,763,0.834627099312373
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,300,42,463,0.786169068400429,763,0.8385780591142087
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,300,123,463,0.786169068400429,763,0.8412999105912575
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,300,456,463,0.786169068400429,763,0.8399565023174789
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,300,1,463,0.786169068400429,763,0.8414379853998168
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,300,789,463,0.786169068400429,763,0.8502622473343847
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,300,789,463,0.786169068400429,763,0.8386610731876921
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,300,456,463,0.786169068400429,763,0.8367895426567366
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,300,123,463,0.786169068400429,763,0.8298641666258938
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,300,1,463,0.786169068400429,763,0.8442641921741889
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,300,42,463,0.786169068400429,763,0.8393396879354066
USAVARS,TC,IDs_100_counties_5_points_seed_42,ensemble_variance,400,,463,0.7702795297073435,863,0.8415641076920808
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,400,456,463,0.786169068400429,863,0.8550659141465187
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,400,1,463,0.786169068400429,863,0.8531080152242622
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,400,789,463,0.786169068400429,863,0.8556166470924409
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,400,123,463,0.786169068400429,863,0.8540341630055708
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,400,42,463,0.786169068400429,863,0.844889514693727
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,400,1,463,0.786169068400429,863,0.847083698697303
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,400,42,463,0.786169068400429,863,0.8468791566201527
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,400,789,463,0.786169068400429,863,0.854676833237551
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,400,123,463,0.786169068400429,863,0.844481546905549
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,400,456,463,0.786169068400429,863,0.8455763300360557
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,400,42,463,0.786169068400429,863,0.8488919330770633
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,400,456,463,0.786169068400429,863,0.8475491238430122
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,400,1,463,0.786169068400429,863,0.8519777585344274
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,400,123,463,0.786169068400429,863,0.8487739629231644
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,400,789,463,0.786169068400429,863,0.8476497095373681
USAVARS,TC,IDs_100_counties_5_points_seed_42,ensemble_variance,500,,463,0.7702795297073435,963,0.8443782667955592
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,500,789,463,0.786169068400429,963,0.8587726367904174
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,500,456,463,0.786169068400429,963,0.8601020098691605
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,500,1,463,0.786169068400429,963,0.8591855457288642
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,500,42,463,0.786169068400429,963,0.8500211892248739
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,500,123,463,0.786169068400429,963,0.8589062514244616
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,500,789,463,0.786169068400429,963,0.8604908167880106
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,500,42,463,0.786169068400429,963,0.8572799875939905
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,500,123,463,0.786169068400429,963,0.85163931444615
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,500,1,463,0.786169068400429,963,0.8437186735029869
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,500,456,463,0.786169068400429,963,0.8527826736710009
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,500,456,463,0.786169068400429,963,0.8553841114662755
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,500,789,463,0.786169068400429,963,0.8482791896423798
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,500,1,463,0.786169068400429,963,0.8526527188105173
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,500,42,463,0.786169068400429,963,0.8498594282057395
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,500,123,463,0.786169068400429,963,0.8554036127321039
USAVARS,TC,IDs_100_counties_5_points_seed_42,ensemble_variance,1000,,463,0.7702795297073435,1463,0.8503747454440003
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,1000,789,463,0.786169068400429,1463,0.873624298092758
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,1000,123,463,0.786169068400429,1463,0.8742162289349895
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,1000,456,463,0.786169068400429,1463,0.8751861431988183
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,1000,42,463,0.786169068400429,1463,0.873175246067671
USAVARS,TC,IDs_100_counties_5_points_seed_42,inversetypiclust,1000,1,463,0.786169068400429,1463,0.8763895168620252
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,1000,789,463,0.786169068400429,1463,0.871014363212187
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,1000,456,463,0.786169068400429,1463,0.8695266466355556
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,1000,123,463,0.786169068400429,1463,0.870104711171938
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,1000,1,463,0.786169068400429,1463,0.8697030434254838
USAVARS,TC,IDs_100_counties_5_points_seed_42,random,1000,42,463,0.786169068400429,1463,0.868703403019263
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,1000,42,463,0.786169068400429,1463,0.8678103177234464
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,1000,456,463,0.786169068400429,1463,0.8713619261930163
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,1000,789,463,0.786169068400429,1463,0.8671432305297446
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,1000,1,463,0.786169068400429,1463,0.8667237803502702
USAVARS,TC,IDs_100_counties_5_points_seed_42,typiclust,1000,123,463,0.786169068400429,1463,0.874281356757596
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,100,123,5951,0.8919003846954354,6051,0.8962631079844458
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,100,456,5951,0.8919003846954354,6051,0.8931548827500653
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,100,1,5951,0.8919003846954354,6051,0.8962411023024771
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,100,789,5951,0.8919003846954354,6051,0.8923708021151424
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,100,42,5951,0.8919003846954354,6051,0.8929558054202718
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,100,123,5951,0.8919003846954354,6051,0.892611150107163
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,100,1,5951,0.8919003846954354,6051,0.8922416409129494
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,100,789,5951,0.8919003846954354,6051,0.8920385872653407
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,100,456,5951,0.8919003846954354,6051,0.8918433728213694
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,100,42,5951,0.8919003846954354,6051,0.8923733226882837
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,100,42,5951,0.8919003846954354,6051,0.8922360974030273
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,100,456,5951,0.8919003846954354,6051,0.89634208221462
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,100,123,5951,0.8919003846954354,6051,0.8922374126798821
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,100,1,5951,0.8919003846954354,6051,0.8923227644478576
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,100,789,5951,0.8919003846954354,6051,0.8926539003096376
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,1000,1,5951,0.8919003846954354,6951,0.8995557350740635
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,1000,42,5951,0.8919003846954354,6951,0.8990662282190848
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,1000,789,5951,0.8919003846954354,6951,0.8960686322200309
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,1000,123,5951,0.8919003846954354,6951,0.8993000758089182
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,inversetypiclust,1000,456,5951,0.8919003846954354,6951,0.8989819283834006
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,1000,456,5951,0.8919003846954354,6951,0.895510497027654
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,1000,1,5951,0.8919003846954354,6951,0.897669422347629
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,1000,42,5951,0.8919003846954354,6951,0.8969756622159932
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,1000,789,5951,0.8919003846954354,6951,0.8990690012149695
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,random,1000,123,5951,0.8919003846954354,6951,0.8996445147182967
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,1000,789,5951,0.8919003846954354,6951,0.8991519978779637
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,1000,42,5951,0.8919003846954354,6951,0.8989342101323412
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,1000,123,5951,0.8919003846954354,6951,0.8963224077665132
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,1000,1,5951,0.8919003846954354,6951,0.8945852678837148
USAVARS,TC,IDs_1500_centers_10000m_radius_seed_42,typiclust,1000,456,5951,0.8919003846954354,6951,0.8954957826828763
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,100,123,6429,0.8945783589604483,6529,0.8949423239687702
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,100,789,6429,0.8945783589604483,6529,0.8948083653570604
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,100,42,6429,0.8945783589604483,6529,0.8954891920191295
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,100,456,6429,0.8945783589604483,6529,0.8952840434039916
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,100,1,6429,0.8945783589604483,6529,0.8946414695817467
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,100,1,6429,0.8945783589604483,6529,0.8948091225761612
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,100,42,6429,0.8945783589604483,6529,0.8951305701275815
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,100,789,6429,0.8945783589604483,6529,0.8947851182647603
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,100,456,6429,0.8945783589604483,6529,0.896781258559188
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,100,123,6429,0.8945783589604483,6529,0.8945651138166825
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,100,456,6429,0.8945783589604483,6529,0.8950432940537514
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,100,123,6429,0.8945783589604483,6529,0.8948677044255743
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,100,42,6429,0.8945783589604483,6529,0.894834073882556
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,100,1,6429,0.8945783589604483,6529,0.8948041602347313
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,100,789,6429,0.8945783589604483,6529,0.8962035553205483
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,1000,789,6429,0.8945783589604483,7429,0.8981261105396598
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,1000,456,6429,0.8945783589604483,7429,0.8989098366072421
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,1000,1,6429,0.8945783589604483,7429,0.8990945918078935
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,1000,42,6429,0.8945783589604483,7429,0.8990916331518825
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,inversetypiclust,1000,123,6429,0.8945783589604483,7429,0.8984405840498876
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,1000,789,6429,0.8945783589604483,7429,0.8981915748098258
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,1000,42,6429,0.8945783589604483,7429,0.8968323937448527
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,1000,456,6429,0.8945783589604483,7429,0.8984459609745555
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,1000,123,6429,0.8945783589604483,7429,0.8976064990604095
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,random,1000,1,6429,0.8945783589604483,7429,0.8977706816622957
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,1000,789,6429,0.8945783589604483,7429,0.8983648973646841
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,1000,42,6429,0.8945783589604483,7429,0.8964371498842444
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,1000,123,6429,0.8945783589604483,7429,0.8979513336663028
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,1000,1,6429,0.8945783589604483,7429,0.8956604729091802
USAVARS,TC,IDs_500_centers_20000m_radius_seed_42,typiclust,1000,456,6429,0.8945783589604483,7429,0.8978733697177893
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,ensemble_variance,100,,916,0.8469340575296707,1016,0.8498562228188964
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,100,456,916,0.844869297757783,1016,0.8503344188890661
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,100,789,916,0.844869297757783,1016,0.8495123561256971
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,100,123,916,0.844869297757783,1016,0.8500513110291672
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,100,1,916,0.844869297757783,1016,0.8482241042320318
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,100,42,916,0.844869297757783,1016,0.8528156246998875
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,100,42,916,0.844869297757783,1016,0.8499959741776044
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,100,1,916,0.844869297757783,1016,0.8471161819782282
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,100,123,916,0.844869297757783,1016,0.8520689168472451
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,100,789,916,0.844869297757783,1016,0.8500548321815735
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,100,456,916,0.844869297757783,1016,0.8506267012783184
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,100,789,916,0.844869297757783,1016,0.8532550679562905
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,100,456,916,0.844869297757783,1016,0.8437010753145119
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,100,1,916,0.844869297757783,1016,0.8505159277300516
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,100,123,916,0.844869297757783,1016,0.8552971428479861
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,100,42,916,0.844869297757783,1016,0.8492463780166581
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,ensemble_variance,200,,916,0.8469340575296707,1116,0.8582235255546314
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,200,789,916,0.844869297757783,1116,0.8521722007668773
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,200,1,916,0.844869297757783,1116,0.857792259811393
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,200,123,916,0.844869297757783,1116,0.8565789376219166
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,200,42,916,0.844869297757783,1116,0.8523635103336293
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,200,456,916,0.844869297757783,1116,0.8523043555999523
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,200,456,916,0.844869297757783,1116,0.8540325370994859
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,200,123,916,0.844869297757783,1116,0.8556318220044861
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,200,1,916,0.844869297757783,1116,0.8504328917212326
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,200,789,916,0.844869297757783,1116,0.8567944293547596
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,200,42,916,0.844869297757783,1116,0.8580034448911777
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,200,789,916,0.844869297757783,1116,0.8536921432459899
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,200,123,916,0.844869297757783,1116,0.8607243313363743
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,200,42,916,0.844869297757783,1116,0.8537559025569808
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,200,1,916,0.844869297757783,1116,0.8548430030501024
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,200,456,916,0.844869297757783,1116,0.850283123074711
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,ensemble_variance,300,,916,0.8469340575296707,1216,0.8566814357991582
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,300,456,916,0.844869297757783,1216,0.8563972681796226
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,300,123,916,0.844869297757783,1216,0.8577779031393862
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,300,1,916,0.844869297757783,1216,0.861945607190212
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,300,42,916,0.844869297757783,1216,0.8568174677170405
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,300,789,916,0.844869297757783,1216,0.857911674245145
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,300,456,916,0.844869297757783,1216,0.8578379699773859
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,300,123,916,0.844869297757783,1216,0.85709287826905
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,300,1,916,0.844869297757783,1216,0.8553253378478223
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,300,42,916,0.844869297757783,1216,0.8610820045367993
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,300,789,916,0.844869297757783,1216,0.859780060735459
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,300,123,916,0.844869297757783,1216,0.8648559646872918
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,300,1,916,0.844869297757783,1216,0.8588480534629779
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,300,789,916,0.844869297757783,1216,0.8566733528209087
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,300,42,916,0.844869297757783,1216,0.8571658772170705
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,300,456,916,0.844869297757783,1216,0.8559618872192016
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,ensemble_variance,400,,916,0.8469340575296707,1316,0.8584388635399688
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,400,456,916,0.844869297757783,1316,0.8619094046405161
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,400,42,916,0.844869297757783,1316,0.8584127005475057
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,400,123,916,0.844869297757783,1316,0.8619706427718818
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,400,1,916,0.844869297757783,1316,0.8659006130546558
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,400,789,916,0.844869297757783,1316,0.8605071679284132
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,400,42,916,0.844869297757783,1316,0.866902053331238
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,400,789,916,0.844869297757783,1316,0.8633170161537791
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,400,1,916,0.844869297757783,1316,0.8567574657068863
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,400,123,916,0.844869297757783,1316,0.8606470762347422
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,random,400,456,916,0.844869297757783,1316,0.8627533992926237
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,400,789,916,0.844869297757783,1316,0.8591662034259449
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,400,123,916,0.844869297757783,1316,0.8649713072375711
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,400,42,916,0.844869297757783,1316,0.8577256105134299
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,400,456,916,0.844869297757783,1316,0.8614905618175255
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,typiclust,400,1,916,0.844869297757783,1316,0.8586225778153729
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,ensemble_variance,500,,916,0.8469340575296707,1416,0.8594519540680127
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,500,1,916,0.844869297757783,1416,0.8664408095747195
USAVARS,TC,IDs_500_centers_5000m_radius_seed_42,inversetypiclust,500,789,916,0.844869297757783,1416,0.8651274185316169
