Method,Seed,Initial Set Size,Initial Test R2,Budget,Labeled Set Size,Test R2,Cost Function,Total Cost
greedycost,789,270,0.04497328900034203,10,284,0.05137130477766294,pointwise_by_region,284.0
greedycost,1,270,0.04497328900034203,10,276,0.07712126472924274,pointwise_by_region,276.0
greedycost,42,270,0.04497328900034203,10,274,0.07856624343237273,pointwise_by_region,274.0
greedycost,456,270,0.04497328900034203,10,279,0.12408504031872603,pointwise_by_region,279.0
greedycost,123,270,0.04497328900034203,10,279,0.14830165710055365,pointwise_by_region,279.0
greedycost,789,270,0.04497328900034203,20,290,0.13716424491721202,pointwise_by_region,290.0
greedycost,1,270,0.04497328900034203,20,286,0.20152344295339375,pointwise_by_region,286.0
greedycost,42,270,0.04497328900034203,20,287,0.12076515990949854,pointwise_by_region,287.0
greedycost,456,270,0.04497328900034203,20,288,0.16576376178587016,pointwise_by_region,288.0
greedycost,123,270,0.04497328900034203,20,292,0.20571218457383267,pointwise_by_region,292.0
greedycost,789,270,0.04497328900034203,30,299,0.15521934227291834,pointwise_by_region,299.0
greedycost,1,270,0.04497328900034203,30,295,0.2522733391912093,pointwise_by_region,295.0
greedycost,42,270,0.04497328900034203,30,297,0.12930113256633413,pointwise_by_region,297.0
greedycost,456,270,0.04497328900034203,30,295,0.2191183145566118,pointwise_by_region,295.0
greedycost,123,270,0.04497328900034203,30,308,0.28018723816617863,pointwise_by_region,308.0
greedycost,789,270,0.04497328900034203,40,317,0.17831191521963619,pointwise_by_region,317.0
greedycost,1,270,0.04497328900034203,40,304,0.2658484586235459,pointwise_by_region,304.0
greedycost,42,270,0.04497328900034203,40,307,0.25530875928765606,pointwise_by_region,307.0
greedycost,456,270,0.04497328900034203,40,306,0.253839570249487,pointwise_by_region,306.0
greedycost,123,270,0.04497328900034203,40,323,0.310813269337221,pointwise_by_region,323.0
greedycost,789,270,0.04497328900034203,50,326,0.2623052898957723,pointwise_by_region,326.0
greedycost,1,270,0.04497328900034203,50,314,0.28976310804933314,pointwise_by_region,314.0
greedycost,42,270,0.04497328900034203,50,312,0.26377593760826246,pointwise_by_region,312.0
greedycost,456,270,0.04497328900034203,50,315,0.2776564550443197,pointwise_by_region,315.0
greedycost,123,270,0.04497328900034203,50,338,0.3341562124711136,pointwise_by_region,338.0
greedycost,789,270,0.04497328900034203,60,336,0.26705218908077255,pointwise_by_region,336.0
greedycost,1,270,0.04497328900034203,60,323,0.2710186376914947,pointwise_by_region,323.0
greedycost,42,270,0.04497328900034203,60,327,0.2797280617142208,pointwise_by_region,327.0
greedycost,456,270,0.04497328900034203,60,322,0.29130187159711485,pointwise_by_region,322.0
greedycost,123,270,0.04497328900034203,60,344,0.3505435427760185,pointwise_by_region,344.0
greedycost,789,270,0.04497328900034203,70,348,0.28487511469907323,pointwise_by_region,348.0
greedycost,1,270,0.04497328900034203,70,338,0.35747754919966257,pointwise_by_region,338.0
greedycost,42,270,0.04497328900034203,70,338,0.3674248158870492,pointwise_by_region,338.0
greedycost,456,270,0.04497328900034203,70,332,0.32275865138591986,pointwise_by_region,332.0
greedycost,123,270,0.04497328900034203,70,355,0.36362086434389596,pointwise_by_region,355.0
greedycost,789,270,0.04497328900034203,80,353,0.29277798088073326,pointwise_by_region,353.0
greedycost,1,270,0.04497328900034203,80,346,0.3617086654828132,pointwise_by_region,346.0
greedycost,42,270,0.04497328900034203,80,345,0.3972863499172087,pointwise_by_region,345.0
greedycost,456,270,0.04497328900034203,80,333,0.31850414206723454,pointwise_by_region,333.0
greedycost,123,270,0.04497328900034203,80,362,0.3822822480150534,pointwise_by_region,362.0
greedycost,789,270,0.04497328900034203,90,359,0.2911295733938607,pointwise_by_region,359.0
greedycost,1,270,0.04497328900034203,90,354,0.3634441353514467,pointwise_by_region,354.0
greedycost,42,270,0.04497328900034203,90,356,0.35145896136852983,pointwise_by_region,356.0
greedycost,456,270,0.04497328900034203,90,347,0.34592593940723426,pointwise_by_region,347.0
greedycost,123,270,0.04497328900034203,90,368,0.38031080893918456,pointwise_by_region,368.0
greedycost,789,270,0.04497328900034203,100,373,0.3308429255388454,pointwise_by_region,373.0
greedycost,1,270,0.04497328900034203,100,364,0.3669683255767444,pointwise_by_region,364.0
greedycost,42,270,0.04497328900034203,100,371,0.41622577590595977,pointwise_by_region,371.0
greedycost,456,270,0.04497328900034203,100,356,0.38765003951136623,pointwise_by_region,356.0
greedycost,123,270,0.04497328900034203,100,376,0.3958567004299034,pointwise_by_region,376.0
greedycost,789,270,0.04497328900034203,110,385,0.3575951814985666,pointwise_by_region,385.0
greedycost,1,270,0.04497328900034203,110,372,0.3633207393012583,pointwise_by_region,372.0
greedycost,42,270,0.04497328900034203,110,379,0.42298377468514603,pointwise_by_region,379.0
greedycost,456,270,0.04497328900034203,110,370,0.4068594860797142,pointwise_by_region,370.0
greedycost,123,270,0.04497328900034203,110,384,0.2931796698541014,pointwise_by_region,384.0
greedycost,789,270,0.04497328900034203,120,394,0.38247393666972385,pointwise_by_region,394.0
greedycost,1,270,0.04497328900034203,120,386,0.41350780476154925,pointwise_by_region,386.0
greedycost,42,270,0.04497328900034203,120,392,0.38975867126680896,pointwise_by_region,392.0
greedycost,456,270,0.04497328900034203,120,379,0.4143508270798604,pointwise_by_region,379.0
greedycost,123,270,0.04497328900034203,120,397,0.42566059275202106,pointwise_by_region,397.0
greedycost,789,270,0.04497328900034203,130,405,0.3893059059688738,pointwise_by_region,405.0
greedycost,1,270,0.04497328900034203,130,395,0.4257126361209377,pointwise_by_region,395.0
greedycost,42,270,0.04497328900034203,130,405,0.4537263989567911,pointwise_by_region,405.0
greedycost,456,270,0.04497328900034203,130,386,0.42300064002912796,pointwise_by_region,386.0
greedycost,123,270,0.04497328900034203,130,401,0.43706632530313305,pointwise_by_region,401.0
greedycost,789,270,0.04497328900034203,140,413,0.3969489431659423,pointwise_by_region,413.0
greedycost,1,270,0.04497328900034203,140,400,0.3936233377421875,pointwise_by_region,400.0
greedycost,42,270,0.04497328900034203,140,413,0.4477458578183091,pointwise_by_region,413.0
greedycost,456,270,0.04497328900034203,140,394,0.4318889977813921,pointwise_by_region,394.0
greedycost,123,270,0.04497328900034203,140,412,0.4436514000737857,pointwise_by_region,412.0
greedycost,789,270,0.04497328900034203,150,425,0.41378943373447763,pointwise_by_region,425.0
greedycost,1,270,0.04497328900034203,150,408,0.4457249364559054,pointwise_by_region,408.0
greedycost,42,270,0.04497328900034203,150,427,0.3535146587708651,pointwise_by_region,427.0
greedycost,456,270,0.04497328900034203,150,404,0.45928199704965345,pointwise_by_region,404.0
greedycost,123,270,0.04497328900034203,150,418,0.450519682361882,pointwise_by_region,418.0
greedycost,789,270,0.04497328900034203,160,434,0.42138545809490624,pointwise_by_region,434.0
greedycost,1,270,0.04497328900034203,160,416,0.40484882752743045,pointwise_by_region,416.0
greedycost,42,270,0.04497328900034203,160,435,0.4616351321620513,pointwise_by_region,435.0
greedycost,456,270,0.04497328900034203,160,417,0.44243721960020277,pointwise_by_region,417.0
greedycost,123,270,0.04497328900034203,160,428,0.45006137411669966,pointwise_by_region,428.0
greedycost,789,270,0.04497328900034203,170,449,0.42366294853082587,pointwise_by_region,449.0
greedycost,1,270,0.04497328900034203,170,431,0.40962821591068277,pointwise_by_region,431.0
greedycost,42,270,0.04497328900034203,170,447,0.4592819876216997,pointwise_by_region,447.0
greedycost,456,270,0.04497328900034203,170,422,0.44374540381784755,pointwise_by_region,422.0
greedycost,123,270,0.04497328900034203,170,434,0.468008228368719,pointwise_by_region,434.0
greedycost,789,270,0.04497328900034203,180,456,0.43746350040070703,pointwise_by_region,456.0
greedycost,1,270,0.04497328900034203,180,435,0.4524435203526216,pointwise_by_region,435.0
greedycost,42,270,0.04497328900034203,180,459,0.461191280733237,pointwise_by_region,459.0
greedycost,456,270,0.04497328900034203,180,436,0.48057387211869007,pointwise_by_region,436.0
greedycost,123,270,0.04497328900034203,180,448,0.4722552018007913,pointwise_by_region,448.0
greedycost,789,270,0.04497328900034203,190,461,0.45249552196850185,pointwise_by_region,461.0
greedycost,1,270,0.04497328900034203,190,443,0.48215880425526925,pointwise_by_region,443.0
greedycost,42,270,0.04497328900034203,190,470,0.45667445518450067,pointwise_by_region,470.0
greedycost,456,270,0.04497328900034203,190,452,0.4913266800587095,pointwise_by_region,452.0
greedycost,123,270,0.04497328900034203,190,455,0.4741861146515084,pointwise_by_region,455.0
greedycost,789,270,0.04497328900034203,200,467,0.453751710970438,pointwise_by_region,467.0
greedycost,1,270,0.04497328900034203,200,457,0.48039693344682854,pointwise_by_region,457.0
greedycost,42,270,0.04497328900034203,200,484,0.4764132858678958,pointwise_by_region,484.0
greedycost,456,270,0.04497328900034203,200,461,0.49156517417445833,pointwise_by_region,461.0
greedycost,123,270,0.04497328900034203,200,461,0.47366005126539446,pointwise_by_region,461.0
random,789,270,0.04497328900034203,10,280,0.1422975245769167,pointwise_by_region,280.0
random,1,270,0.04497328900034203,10,280,0.18541332619428086,pointwise_by_region,280.0
random,42,270,0.04497328900034203,10,280,0.06420825349613368,pointwise_by_region,280.0
random,456,270,0.04497328900034203,10,280,0.06814561475306913,pointwise_by_region,280.0
random,123,270,0.04497328900034203,10,280,0.09119234151681221,pointwise_by_region,280.0
random,789,270,0.04497328900034203,20,290,0.182831164562956,pointwise_by_region,290.0
random,1,270,0.04497328900034203,20,289,0.1989507557456659,pointwise_by_region,289.0
random,42,270,0.04497328900034203,20,290,0.1517264802286532,pointwise_by_region,290.0
random,456,270,0.04497328900034203,20,290,0.11765051171900298,pointwise_by_region,290.0
random,123,270,0.04497328900034203,20,290,0.11866146670582567,pointwise_by_region,290.0
random,789,270,0.04497328900034203,30,300,0.21262992893808885,pointwise_by_region,300.0
random,1,270,0.04497328900034203,30,300,0.25831040646338066,pointwise_by_region,300.0
random,42,270,0.04497328900034203,30,300,0.1933605729332466,pointwise_by_region,300.0
random,456,270,0.04497328900034203,30,300,0.17676327419425164,pointwise_by_region,300.0
random,123,270,0.04497328900034203,30,300,0.12671688388830737,pointwise_by_region,300.0
random,789,270,0.04497328900034203,40,310,0.261768495768284,pointwise_by_region,310.0
random,1,270,0.04497328900034203,40,310,0.2348855757706757,pointwise_by_region,310.0
random,42,270,0.04497328900034203,40,310,0.2678276511556509,pointwise_by_region,310.0
random,456,270,0.04497328900034203,40,310,0.24951978912714567,pointwise_by_region,310.0
random,123,270,0.04497328900034203,40,310,0.10648090413586608,pointwise_by_region,310.0
random,789,270,0.04497328900034203,50,319,0.2718999332021629,pointwise_by_region,319.0
random,1,270,0.04497328900034203,50,320,0.2496502457847123,pointwise_by_region,320.0
random,42,270,0.04497328900034203,50,320,0.26854803346030487,pointwise_by_region,320.0
random,456,270,0.04497328900034203,50,320,0.18223411881568563,pointwise_by_region,320.0
random,123,270,0.04497328900034203,50,319,0.10813030060698015,pointwise_by_region,319.0
random,789,270,0.04497328900034203,60,330,0.2848104711244842,pointwise_by_region,330.0
random,1,270,0.04497328900034203,60,329,0.2838289967043567,pointwise_by_region,329.0
random,42,270,0.04497328900034203,60,330,0.282932312651771,pointwise_by_region,330.0
random,456,270,0.04497328900034203,60,330,0.21962999503915281,pointwise_by_region,330.0
random,123,270,0.04497328900034203,60,330,0.1514551317668471,pointwise_by_region,330.0
random,789,270,0.04497328900034203,70,340,0.30094949050715036,pointwise_by_region,340.0
random,1,270,0.04497328900034203,70,340,0.28424802360316836,pointwise_by_region,340.0
random,42,270,0.04497328900034203,70,339,0.3058763492172105,pointwise_by_region,339.0
random,456,270,0.04497328900034203,70,340,0.22019257256966251,pointwise_by_region,340.0
random,123,270,0.04497328900034203,70,340,0.17418685550859758,pointwise_by_region,340.0
random,789,270,0.04497328900034203,80,350,0.31810989456466754,pointwise_by_region,350.0
random,1,270,0.04497328900034203,80,350,0.34106737885655947,pointwise_by_region,350.0
random,42,270,0.04497328900034203,80,350,0.30393820583223374,pointwise_by_region,350.0
random,456,270,0.04497328900034203,80,350,0.2724897511298482,pointwise_by_region,350.0
random,123,270,0.04497328900034203,80,349,0.2327882134371233,pointwise_by_region,349.0
random,789,270,0.04497328900034203,90,360,0.36544409385806065,pointwise_by_region,360.0
random,1,270,0.04497328900034203,90,360,0.3535080107852133,pointwise_by_region,360.0
random,42,270,0.04497328900034203,90,360,0.2881440286752859,pointwise_by_region,360.0
random,456,270,0.04497328900034203,90,360,0.29987440120324027,pointwise_by_region,360.0
random,123,270,0.04497328900034203,90,360,0.21333909150860275,pointwise_by_region,360.0
random,789,270,0.04497328900034203,100,369,0.3820564493812644,pointwise_by_region,369.0
