Method,Seed,Initial Set Size,Initial Test R2,Budget,Labeled Set Size,Test R2,Cost Function,Total Cost
greedycost,789,457,0.47789178425760737,10,469,0.48753778207837406,pointwise_by_region,469.0
greedycost,1,457,0.47789178425760737,10,464,0.4767407749506828,pointwise_by_region,464.0
greedycost,42,457,0.47789178425760737,10,465,0.4879007154823698,pointwise_by_region,465.0
greedycost,456,457,0.47789178425760737,10,467,0.47809915008509507,pointwise_by_region,467.0
greedycost,123,457,0.47789178425760737,10,462,0.44109234252848073,pointwise_by_region,462.0
greedycost,789,457,0.47789178425760737,20,479,0.489536593417394,pointwise_by_region,479.0
greedycost,1,457,0.47789178425760737,20,471,0.4887513457889915,pointwise_by_region,471.0
greedycost,42,457,0.47789178425760737,20,477,0.48744136178882247,pointwise_by_region,477.0
greedycost,456,457,0.47789178425760737,20,478,0.42646858436294766,pointwise_by_region,478.0
greedycost,123,457,0.47789178425760737,20,477,0.4879420974444787,pointwise_by_region,477.0
greedycost,789,457,0.47789178425760737,30,488,0.498277326223319,pointwise_by_region,488.0
greedycost,1,457,0.47789178425760737,30,482,0.49051441320537525,pointwise_by_region,482.0
greedycost,42,457,0.47789178425760737,30,485,0.49928488578350627,pointwise_by_region,485.0
greedycost,456,457,0.47789178425760737,30,485,0.47117006506277936,pointwise_by_region,485.0
greedycost,123,457,0.47789178425760737,30,485,0.4968848264954244,pointwise_by_region,485.0
greedycost,789,457,0.47789178425760737,40,499,0.500062662895508,pointwise_by_region,499.0
greedycost,1,457,0.47789178425760737,40,492,0.4924629224817576,pointwise_by_region,492.0
greedycost,42,457,0.47789178425760737,40,493,0.5028266580659457,pointwise_by_region,493.0
greedycost,456,457,0.47789178425760737,40,491,0.4189787966383267,pointwise_by_region,491.0
greedycost,123,457,0.47789178425760737,40,501,0.495220269625263,pointwise_by_region,501.0
greedycost,789,457,0.47789178425760737,50,514,0.49478899769713036,pointwise_by_region,514.0
greedycost,1,457,0.47789178425760737,50,505,0.4975409617304227,pointwise_by_region,505.0
greedycost,42,457,0.47789178425760737,50,502,0.5026467395548223,pointwise_by_region,502.0
greedycost,456,457,0.47789178425760737,50,502,0.42338960442281925,pointwise_by_region,502.0
greedycost,123,457,0.47789178425760737,50,516,0.49855388577938753,pointwise_by_region,516.0
greedycost,789,457,0.47789178425760737,60,522,0.5014249899811052,pointwise_by_region,522.0
greedycost,1,457,0.47789178425760737,60,513,0.4992606466143139,pointwise_by_region,513.0
greedycost,42,457,0.47789178425760737,60,508,0.5012975553423653,pointwise_by_region,508.0
greedycost,456,457,0.47789178425760737,60,512,0.4102012178855835,pointwise_by_region,512.0
greedycost,123,457,0.47789178425760737,60,529,0.49855720291282213,pointwise_by_region,529.0
greedycost,789,457,0.47789178425760737,70,537,0.5135723958835905,pointwise_by_region,537.0
greedycost,1,457,0.47789178425760737,70,522,0.498013407879917,pointwise_by_region,522.0
greedycost,42,457,0.47789178425760737,70,521,0.5098459342892663,pointwise_by_region,521.0
greedycost,456,457,0.47789178425760737,70,522,0.4192964901496504,pointwise_by_region,522.0
greedycost,123,457,0.47789178425760737,70,533,0.5008990583679026,pointwise_by_region,533.0
greedycost,789,457,0.47789178425760737,80,552,0.5190822788048246,pointwise_by_region,552.0
greedycost,1,457,0.47789178425760737,80,535,0.5030157339077574,pointwise_by_region,535.0
greedycost,42,457,0.47789178425760737,80,532,0.5086734587022079,pointwise_by_region,532.0
greedycost,456,457,0.47789178425760737,80,531,0.481805717516089,pointwise_by_region,531.0
greedycost,123,457,0.47789178425760737,80,545,0.5121522384602475,pointwise_by_region,545.0
greedycost,789,457,0.47789178425760737,90,558,0.5245130637242328,pointwise_by_region,558.0
greedycost,1,457,0.47789178425760737,90,551,0.5121599533453347,pointwise_by_region,551.0
greedycost,42,457,0.47789178425760737,90,543,0.5081891485249606,pointwise_by_region,543.0
greedycost,456,457,0.47789178425760737,90,538,0.42276681563831353,pointwise_by_region,538.0
greedycost,123,457,0.47789178425760737,90,551,0.5157643526422822,pointwise_by_region,551.0
greedycost,789,457,0.47789178425760737,100,564,0.530875395968186,pointwise_by_region,564.0
greedycost,1,457,0.47789178425760737,100,557,0.5171293995572241,pointwise_by_region,557.0
